example_id, text, aspect_term, term_location, class
904_1,THEN[comma] one month after the warranty expired[comma] the replacement charger went.,replacement charger,48--67,-1
3045_0,Fan noise: The fan made a constant hissing noise in the background.,Fan,0--3,-1
1713_0,Love the speed[comma] especially!,speed,9--14,1
2529_0,Well[comma] I have to say since I bought my Mac[comma] I won't ever go back to any Windows.,Windows,71--78,-1
2875_0,The Toshiba laptop I am using is easier to use than most I have tried.,use,43--46,1
2338_0,I take it everywhere with me because it's so easy to carry.,carry,53--58,1
2146_1,But with A WAY Bigger Screen[comma] and IS able to connect to an HDMI.,HDMI,59--63,0
2707_0,Would like more trendy[comma] high tech features.,features,34--42,-1
2824_0,Simple to use[comma] and great graphics.,graphics,25--33,1
842_0,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,30--38,-1
1799_3,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),hard drive,75--85,0
2331_0,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,19--28,0
746_0,"No[comma] tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,37--41,-1
838_2,The port is secured to motherboard so when this  happens you can't see the plug at all[comma] it's just gone.,plug,75--79,-1
1872_0,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,30--41,-1
128_0,this is my second one and the same problem[comma] bad video card  unreliable overall[comma] this will be my second time returning this laptop back to best buy.,video card,48--58,-1
171_0,The battery gets so HOT it is scary.,battery,4--11,-1
2440_1,I was looking too closely at the other performance specs and while comparing[comma] I took it for granted that these features were standard.,features,111--119,0
2938_0,I wish the volume could be louder and the mouse didnt break after only a month.,volume,11--17,-1
858_0,_ I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,52--57,-1
2267_0,As a computer science student in college[comma] I find that the portability[comma] longevity[comma] and ease of use of this computer make me (shockingly) want to do homework more;,portability,58--69,1
817_0,_ Also[comma] the battery does not last very long at all.,battery,12--19,-1
2015_0,It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,20--49,-1
839_0,I sent it back to Toshiba twice they covered it under the  warranty.,warranty,59--67,1
1548_1,Apparently well-built and gorgeous to look at[comma] the i5 MacBook Pro is a winning combination of price and performance.,performance,104--115,1
1775_2,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,36--42,1
1051_0, Touchpad will take a bit of time to get used to.,Touchpad,1--9,0
2846_1,It works great for general internet use[comma] Microsoft Office apps[comma] home bookkeeping[comma] etc.,internet use,27--39,1
314_2,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,106--121,0
1504_1,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,memory,50--56,1
1018_0,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,84--101,1
719_0,It is easy to use[comma] its keyboard easily accommodates large hands[comma] and its weight is fantasic.,keyboard,23--31,1
2708_1,The start menu is not the easiest thing to navigate due to the stacking.,navigate,43--51,-1
2360_0,Navigation through the computer is far superior compared to Windows operating systems[comma] as well.,Navigation,0--10,1
2782_0,while the keyboard itself is alright[comma] the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.,keyboard,10--18,1
1479_0,The service I received from Toshiba went above and beyond the call of duty.,service,4--11,1
3078_1,the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,49--52,1
577_0,It gives me the power and speed that I need to run all the programs I use to edit.,power,16--21,1
1538_1,The design is awesome[comma] quality is unprecedented.,quality,23--30,1
2106_1,It had most of the features and all of the power that I wanted to replace my desktop machine.,power,43--48,1
1811_3,The Mac Snow Leopard O/S is extremely easy to use[comma] although very different than Win XP[comma] Visa or Win7.,Win7,96--100,0
1374_2,Also[comma] if you need to talk to a representive at Microsoft[comma] there is a charge[comma] which I believe is robbery[comma] since you are charged enormous amounts for a very badly designed system[comma] which most people would have went with XP if they could.,XP,217--219,1
997_1,Drivers updated ok but the BIOS update froze the system up and the computer shut down.,BIOS update,27--38,-1
758_0,Took me 11 hours[comma] 3 trips to different FedEx offices[comma] and brutal conversations with 14 of the worse IT support technicians in the world.,IT support technicians,100--122,-1
102_1,The dv4 boasted a faster processor[comma] more memory[comma] and a bigger hard drive than my old computer[comma] plus a better quality web cam[comma] nicer screen[comma] and many other features.,memory,41--47,1
926_1,But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,external drive,156--170,-1
296_0,Yes[comma] a Mac is much more money than the average laptop out there[comma] but there is no comparison in style[comma] speed and just cool factor.,style,95--100,1
3046_1,So[comma] I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.,fan,102--105,0
1531_2,The programs are great[comma] like iphoto (love the editing capabilities)[comma] imail (which can incorporate with the address book on the ipod and ipad)[comma] imovie[comma] etc.,imail,69--74,1
687_2,Good keyboard[comma] long battery life[comma] largest hard drive and windows 7.,hard drive,42--52,1
3021_0,For the not so good[comma] I got the stock screen - which is VERY glossy.,stock screen,31--43,-1
2611_0,Apple is always great about the aesthetics of things[comma] they always come up with good looking products.,aesthetics,32--42,1
753_0,Took several hours with customer support before I could even start the PC out of the box.,customer support,24--40,-1
1012_0,I had to pay for the shipping!,shipping,21--29,-1
936_1,_ It is easy to use[comma] fast and has great graphics for the money.,use,16--19,1
2550_1,The OS is also very user friendly[comma] even for those that switch from a PC[comma] with a little practice you can take full advantage of this OS!,OS,132--134,1
2541_1,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,83--89,-1
1489_0,All the programs are easy and straight forward on my MacBook Pro[comma] it is clean and organized[comma] which I always strive to be myself.,programs,8--16,1
1075_3,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR3,114--118,-1
291_0,Not to mention it has shit gigs.,gigs,27--31,-1
